,Country Name,Country Code,Year,Population_male,Population_female,Population_total
4539,Belarus,BLR,2017,4372291,5086699,9458989
4540,Belgium,BEL,2017,5602537,5772621,11375158
4541,Belize,BLZ,2017,188588,186106,374693
4542,Benin,BEN,2017,5800206,5796573,11596779
4543,Bermuda,BMU,2017,30993,32880,63873
4544,Bhutan,BTN,2017,401839,354282,756121
4545,Bolivia,BOL,2017,5748534,5686999,11435533
4546,Bosnia and Herzegovina,BIH,2017,1688023,1752004,3440027
4547,Botswana,BWA,2017,1183506,1218333,2401840
4548,Brazil,BRA,2017,102567011,105937948,208504960
4549,British Virgin Islands,VGB,2017,14578,15482,30060
4550,Brunei Darussalam,BRN,2017,223039,207238,430276
4551,Bulgaria,BGR,2017,3430331,3645616,7075947
4552,Burkina Faso,BFA,2017,9870655,9965204,19835858
4553,Burundi,BDI,2017,5534391,5621203,11155593
4554,Cabo Verde,CPV,2017,280983,283971,564954
4555,Cambodia,KHM,2017,7834347,7996341,15830689
4556,Cameroon,CMR,2017,12157838,12235344,24393181
4557,Canada,CAN,2017,18138320,18406915,36545236
4558,Cayman Islands,CYM,2017,31954,31627,63581
4559,Central African Republic,CAF,2017,2501138,2495603,4996741
4560,Chad,TCD,2017,7570735,7515149,15085884
4561,Channel Islands,CHI,2017,81190,84025,165215
4562,Chile,CHL,2017,9114379,9254199,18368577
4563,China,CHN,2017,714208198,682006802,1396215000
4564,Colombia,COL,2017,23874571,24477100,48351671
4565,Comoros,COM,2017,381884,379781,761664
4566,"Congo, Dem. Rep.",COD,2017,41799533,42483740,84283273
4567,"Congo, Rep.",COG,2017,2651836,2660503,5312340
4568,Costa Rica,CRI,2017,2502859,2490983,4993842
4569,Cote d'Ivoire,CIV,2017,12572382,12275633,24848016
4570,Croatia,HRV,2017,2000221,2124310,4124531
4571,Cuba,CUB,2017,5644544,5691861,11336405
4572,Curacao,CUW,2017,74067,86109,160175
4573,Cyprus,CYP,2017,605429,603093,1208523
4574,Czechia,CZE,2017,5212288,5382150,10594438
4575,Denmark,DNK,2017,2864553,2900427,5764980
4576,Djibouti,DJI,2017,517141,523091,1040233
4577,Dominica,DMA,2017,35299,35104,70403
4578,Dominican Republic,DOM,2017,5360426,5286818,10647244
4579,Ecuador,ECU,2017,8350700,8346245,16696944
4580,"Egypt, Arab Rep.",EGY,2017,51515521,50273865,101789386
4581,El Salvador,SLV,2017,2989691,3276963,6266654
4582,Equatorial Guinea,GNQ,2017,766354,684340,1450694
4583,Eritrea,ERI,2017,1673563,1723370,3396933
4584,Estonia,EST,2017,619270,698113,1317384
4585,Eswatini,SWZ,2017,568650,582740,1151390
4586,Ethiopia,ETH,2017,54418849,53779101,108197950
4587,Faroe Islands,FRO,2017,25959,24272,50230
4588,Fiji,FJI,2017,462926,456092,919019
4589,Finland,FIN,2017,2715752,2792461,5508214
4590,France,FRA,2017,32363229,34554791,66918020
4591,French Polynesia,PYF,2017,150002,145448,295450
4592,Gabon,GAB,2017,1093401,1046814,2140215
4593,"Gambia, The",GMB,2017,1182968,1198214,2381182
4594,Georgia,GEO,2017,1755805,1972199,3728004
4595,Germany,DEU,2017,40766909,41890094,82657002
4596,Ghana,GHA,2017,15073582,15148680,30222262
4597,Gibraltar,GIB,2017,16268,16334,32602
4598,Greece,GRC,2017,5273998,5480681,10754679
4599,Greenland,GRL,2017,29644,26528,56172
4600,Grenada,GRD,2017,60681,60239,120921
4601,Guam,GUM,2017,85205,83401,168606
4602,Guatemala,GTM,2017,7968085,8119332,16087418
4603,Guinea,GIN,2017,6024466,6216323,12240789
4604,Guinea-Bissau,GNB,2017,926027,953800,1879826
4605,Guyana,GUY,2017,373282,389970,763252
4606,Haiti,HTI,2017,5391671,5471873,10863543
4607,Honduras,HND,2017,4865783,4761059,9626842
4608,"Hong Kong SAR, China",HKG,2017,3416625,3976575,7393200
4609,Hungary,HUN,2017,4673310,5114655,9787966
4610,Iceland,ISL,2017,174307,169093,343400
4611,India,IND,2017,699587889,654607791,1354195680
4612,Indonesia,IDN,2017,133245399,131253454,264498852
4613,"Iran, Islamic Rep.",IRN,2017,42789954,41715123,84505076
4614,Iraq,IRQ,2017,19794794,19826367,39621162
4615,Ireland,IRL,2017,2379975,2427413,4807388
4616,Isle of Man,IMN,2017,41407,42173,83580
4617,Israel,ISR,2017,4335046,4378254,8713300
4618,Italy,ITA,2017,29426940,31109769,60536709
4619,Jamaica,JAM,2017,1394537,1413838,2808376
4620,Japan,JPN,2017,61765051,65206949,126972000
4621,Jordan,JOR,2017,5312425,4902957,10215381
4622,Kazakhstan,KAZ,2017,8644724,9393051,18037776
4623,Kenya,KEN,2017,24296132,24652004,48948137
4624,Kiribati,KIR,2017,58544,61819,120362
4625,"Korea, Dem. People's Rep.",PRK,2017,12559931,12956390,25516321
4626,"Korea, Rep.",KOR,2017,25706975,25654936,51361911
4627,Kosovo,XKX,2017,893367,897635,1791003
4628,Kuwait,KWT,2017,2507954,1616950,4124904
4629,Kyrgyz Republic,KGZ,2017,3041478,3156721,6198200
4630,Lao PDR,LAO,2017,3528807,3469110,6997917
4631,Latvia,LVA,2017,893094,1049155,1942248
4632,Lebanon,LBN,2017,3003848,3105403,6109252
4633,Lesotho,LSO,2017,1069963,1100655,2170617
4634,Liberia,LBR,2017,2383292,2413339,4796631
4635,Libya,LBY,2017,3234556,3143706,6378261
4636,Liechtenstein,LIE,2017,18816,19073,37889
4637,Lithuania,LTU,2017,1315577,1512826,2828403
4638,Luxembourg,LUX,2017,299619,296716,596336
4639,"Macao SAR, China",MAC,2017,301788,336822,638609
4640,Madagascar,MDG,2017,13124892,13044649,26169542
4641,Malawi,MWI,2017,8683181,9197987,17881167
4642,Malaysia,MYS,2017,16391213,15584594,31975806
4643,Maldives,MDV,2017,272628,199814,472442
4644,Mali,MLI,2017,9754475,9556879,19311355
4645,Malta,MLT,2017,238841,229157,467999
4646,Marshall Islands,MHL,2017,24146,23040,47187
4647,Mauritania,MRT,2017,2033282,2126733,4160015
4648,Mauritius,MUS,2017,625702,639185,1264887
4649,Mexico,MEX,2017,60126616,62712641,122839258
4650,"Micronesia, Fed. Sts.",FSM,2017,55630,54800,110430
4651,Moldova,MDA,2017,1310385,1444805,2755189
4652,Monaco,MCO,2017,18159,18886,37044
4653,Mongolia,MNG,2017,1538598,1557431,3096030
4654,Montenegro,MNE,2017,303519,318854,622373
4655,Morocco,MAR,2017,17881446,17646668,35528115
4656,Mozambique,MOZ,2017,14002439,14567003,28569441
4657,Myanmar,MMR,2017,26063229,26225112,52288341
4658,Namibia,NAM,2017,1142262,1222272,2364534
4659,Nauru,NRU,2017,5953,5729,11682
4660,Nepal,NPL,2017,13405797,14777629,28183426
4661,Netherlands,NLD,2017,8502002,8629295,17131296
4662,New Caledonia,NCL,2017,135652,135158,270810
4663,New Zealand,NZL,2017,2366653,2446947,4813600
4664,Nicaragua,NIC,2017,3193665,3286867,6480532
4665,Niger,NER,2017,11021796,10716126,21737922
4666,Nigeria,NGA,2017,97662955,95832952,193495907
4667,North Macedonia,MKD,2017,1035143,1039359,2074502
4668,Northern Mariana Islands,MNP,2017,27059,23669,50729
4669,Norway,NOR,2017,2658756,2618212,5276968
4670,Oman,OMN,2017,2960916,1580938,4541854
4671,Pakistan,PAK,2017,110003086,106376569,216379655
4672,Palau,PLW,2017,9409,8427,17837
4673,Panama,PAN,2017,2050907,2045156,4096063
4674,Papua New Guinea,PNG,2017,4722981,4391815,9114796
4675,Paraguay,PRY,2017,3194330,3161074,6355404
4676,Peru,PER,2017,15666065,15939422,31605486
4677,Philippines,PHL,2017,54121554,52616948,106738501
4678,Poland,POL,2017,18376132,19598693,37974826
4679,Portugal,PRT,2017,4874665,5425635,10300300
4680,Puerto Rico,PRI,2017,1581656,1743631,3325286
4681,Qatar,QAT,2017,2031540,680215,2711755
4682,Romania,ROU,2017,9486693,10102021,19588715
4683,Russian Federation,RUS,2017,67064796,77431943,144496739
4684,Rwanda,RWA,2017,5960539,6269800,12230339
4685,Samoa,WSM,2017,106119,101510,207630
4686,San Marino,SMR,2017,16564,17492,34056
4687,Sao Tome and Principe,STP,2017,103865,104172,208036
4688,Saudi Arabia,SAU,2017,19828621,14364501,34193122
4689,Senegal,SEN,2017,7443229,7714564,15157793
4690,Serbia,SRB,2017,3367107,3653751,7020858
4691,Seychelles,SYC,2017,50266,45576,95843
4692,Sierra Leone,SLE,2017,3844264,3833302,7677565
4693,Singapore,SGP,2017,2933188,2679065,5612253
4694,Sint Maarten (Dutch part),SXM,2017,21459,19114,40574
4695,Slovak Republic,SVK,2017,2653970,2785261,5439232
4696,Slovenia,SVN,2017,1029929,1036459,2066388
4697,Solomon Islands,SLB,2017,329135,314498,643634
4698,Somalia,SOM,2017,7450912,7413310,14864221
4699,South Africa,ZAF,2017,27465269,29175940,56641209
4700,South Sudan,SSD,2017,5269584,5388641,10658226
4701,Spain,ESP,2017,22858897,23734338,46593236
4702,Sri Lanka,LKA,2017,10385204,11121609,21506813
4703,St. Kitts and Nevis,KNA,2017,23270,24515,47785
4704,St. Lucia,LCA,2017,88031,89132,177163
4705,St. Martin (French part),MAF,2017,16412,18084,34496
4706,St. Vincent and the Grenadines,VCT,2017,54026,51523,105549
4707,Sudan,SDN,2017,20335703,20344125,40679828
4708,Suriname,SUR,2017,293536,294024,587559
4709,Sweden,SWE,2017,5046973,5010725,10057698
4710,Switzerland,CHE,2017,4190034,4261807,8451840
4711,Syrian Arab Republic,SYR,2017,9532365,9451008,18983373
4712,Tajikistan,TJK,2017,4486281,4439244,8925525
4713,Tanzania,TZA,2017,27762906,28504126,56267032
4714,Thailand,THA,2017,34594141,36304062,70898202
4715,Timor-Leste,TLS,2017,634029,609206,1243235
4716,Togo,TGO,2017,3943847,3908948,7852795
4717,Tonga,TON,2017,52383,53032,105415
4718,Trinidad and Tobago,TTO,2017,728044,750563,1478607
4719,Tunisia,TUN,2017,5853778,5957666,11811443
4720,Turkiye,TUR,2017,40292386,40020312,80312698
4721,Turkmenistan,TKM,2017,2955061,3013322,5968383
4722,Turks and Caicos Islands,TCA,2017,20137,19707,39844
4723,Tuvalu,TUV,2017,5598,5230,10828
4724,Uganda,UGA,2017,19823359,20303726,40127085
4725,Ukraine,UKR,2017,20767691,24063444,44831135
4726,United Arab Emirates,ARE,2017,6392484,2675811,9068296
4727,United Kingdom,GBR,2017,32581496,33477363,66058859
4728,United States,USA,2017,160970309,164151818,325122128
4729,Uruguay,URY,2017,1654653,1767547,3422200
4730,Uzbekistan,UZB,2017,16202303,16186297,32388600
4731,Vanuatu,VUT,2017,146105,144135,290239
4732,"Venezuela, RB",VEN,2017,15183770,15379664,30563433
4733,Viet Nam,VNM,2017,46412679,47620370,94033048
4734,Virgin Islands (U.S.),VIR,2017,50759,56522,107281
4735,West Bank and Gaza,PSE,2017,2217868,2236936,4454805
4736,"Yemen, Rep.",YEM,2017,15202496,14831892,30034389
4737,Zambia,ZMB,2017,8525934,8772120,17298054
4738,Zimbabwe,ZWE,2017,6940631,7810471,14751101
4739,Africa Eastern and Southern,AFE,2017,313109208,319637365,632746570
4740,Africa Western and Central,AFW,2017,216559711,214578994,431138704
4741,Arab World,ARB,2017,219863044,203801793,423664839
4742,Caribbean small states,CSS,2017,3607890,3695743,7303634
4743,Central Europe and the Baltics,CEB,2017,49690815,53049259,102740078
4744,Early-demographic dividend,EAR,2017,1652284816,1598467945,3250752755
4745,East Asia & Pacific,EAS,2017,1178159309,1148973657,2327132966
4746,East Asia & Pacific (excluding high income),EAP,2017,1057105101,1023814218,2080919319
4747,East Asia & Pacific (IDA & IBRD countries),TEA,2017,1044551123,1010863557,2055414680
4748,Euro area,EMU,2017,166746152,174499925,341246081
4749,Europe & Central Asia,ECS,2017,443261919,470816365,914078289
4750,Europe & Central Asia (excluding high income),ECA,2017,189204458,205500902,394705361
4751,Europe & Central Asia (IDA & IBRD countries),TEC,2017,219067504,237325926,456393433
4752,European Union,EUU,2017,217836653,228378522,446215182
4753,Fragile and conflict affected situations,FCS,2017,457173223,459254647,916427867
4754,Heavily indebted poor countries (HIPC),HPC,2017,383939599,386450620,770390212
4755,High income,HIC,2017,609683156,615861100,1225544265
4756,IBRD only,IBD,2017,2403542175,2349710071,4753252242
4757,IDA & IBRD total,IBT,2017,3226281920,3173371448,6399653365
4758,IDA blend,IDB,2017,276253737,271731222,547984961
4759,IDA only,IDX,2017,546486008,551930155,1098416162
4760,IDA total,IDA,2017,822739745,823661377,1646401123
4761,Late-demographic dividend,LTE,2017,1151985462,1134642254,2286627723
4762,Latin America & Caribbean,LCN,2017,312717715,321079477,633797190
4763,Latin America & Caribbean (excluding high income),LAC,2017,281359945,289021267,570381211
4764,Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,304887167,312988678,617875842
4765,Least developed countries: UN classification,LDC,2017,496960930,502327939,999288864
4766,Low & middle income,LMY,2017,3187613232,3132721034,6320334263
4767,Low income,LIC,2017,306399630,307547231,613946858
4768,Lower middle income,LMC,2017,1517556852,1472615698,2990172548
4769,Middle East & North Africa,MEA,2017,237025104,219860378,456885486
4770,Middle East & North Africa (excluding high income),MNA,2017,197817505,193789915,391607422
4771,Middle East & North Africa (IDA & IBRD countries),TMN,2017,195599637,191552979,387152617
4772,Middle income,MIC,2017,2881213602,2825173803,5706387405
4773,North America,NAC,2017,179139622,182591613,361731237
4774,Not classified,INX,2017,..,..,..
4775,OECD members,OED,2017,663072770,683794567,1346867343
4776,Other small states,OSS,2017,16326174,14614138,30940313
4777,Pacific island small states,PSS,2017,1255948,1228312,2484263
4778,Post-demographic dividend,PST,2017,542700813,563512103,1106212920
4779,Pre-demographic dividend,PRE,2017,452148970,453838944,905987912
4780,Small states,SST,2017,21190012,19538193,40728210
4781,South Asia,SAS,2017,932507570,886423949,1818931519
4782,South Asia (IDA & IBRD),TSA,2017,932507570,886423949,1818931519
4783,Sub-Saharan Africa,SSF,2017,529668919,534216359,1063885274
4784,Sub-Saharan Africa (excluding high income),SSA,2017,529618653,534170783,1063789431
4785,Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,529668919,534216359,1063885274
4786,Upper middle income,UMC,2017,1363656750,1352558105,2716214857
4787,World,WLD,2017,3812480158,3763961798,7576441961
4788,Afghanistan,AFG,2018,18549862,18136922,36686784
4789,Albania,ALB,2018,1435881,1430495,2866376
4790,Algeria,DZA,2018,21362603,20564404,41927007
4791,American Samoa,ASM,2018,24134,24290,48424
4792,Andorra,AND,2018,38071,36943,75013
4793,Angola,AGO,2018,15445494,15828040,31273533
4794,Antigua and Barbuda,ATG,2018,43715,47910,91626
4795,Argentina,ARG,2018,22027014,22467488,44494502
4796,Armenia,ARM,2018,1284995,1551563,2836557
4797,Aruba,ABW,2018,50026,55935,105962
4798,Australia,AUS,2018,12382224,12581035,24963258
4799,Austria,AUT,2018,4347806,4492714,8840521
4800,Azerbaijan,AZE,2018,4903447,5036324,9939771
4801,"Bahamas, The",BHS,2018,192656,209250,401906
4802,Bahrain,BHR,2018,931994,555346,1487340
4803,Bangladesh,BGD,2018,81314565,82369393,163683958
4804,Barbados,BRB,2018,133936,145752,279688
4805,Belarus,BLR,2018,4361667,5077117,9438785
4806,Belgium,BEL,2018,5632391,5794664,11427054
4807,Belize,BLZ,2018,192359,189707,382066
4808,Benin,BEN,2018,5974735,5965949,11940683
4809,Bermuda,BMU,2018,30975,32943,63918
4810,Bhutan,BTN,2018,404630,357467,762096
4811,Bolivia,BOL,2018,5832721,5774185,11606905
4812,Bosnia and Herzegovina,BIH,2018,1670236,1729892,3400129
4813,Botswana,BWA,2018,1208678,1242730,2451409
4814,Brazil,BRA,2018,103354449,106812144,210166592
4815,British Virgin Islands,VGB,2018,14681,15653,30335
4816,Brunei Darussalam,BRN,2018,225018,209257,434274
4817,Bulgaria,BGR,2018,3406489,3618547,7025037
4818,Burkina Faso,BFA,2018,10150983,10241740,20392723
4819,Burundi,BDI,2018,5703611,5789861,11493472
4820,Cabo Verde,CPV,2018,284085,287116,571202
4821,Cambodia,KHM,2018,7930999,8094239,16025238
4822,Cameroon,CMR,2018,12501234,12575513,25076747
4823,Canada,CAN,2018,18405543,18659541,37065084
4824,Cayman Islands,CYM,2018,32627,32258,64884
4825,Central African Republic,CAF,2018,2549256,2545524,5094780
4826,Chad,TCD,2018,7831899,7772311,15604210
4827,Channel Islands,CHI,2018,82353,84906,167259
4828,Chile,CHL,2018,9281300,9420150,18701450
4829,China,CHN,2018,717291023,685468978,1402760000
4830,Colombia,COL,2018,24331054,24945907,49276961
4831,Comoros,COM,2018,389497,386817,776313
4832,"Congo, Dem. Rep.",COD,2018,43197045,43890310,87087355
4833,"Congo, Rep.",COG,2018,2716588,2724474,5441062
4834,Costa Rica,CRI,2018,2525472,2515262,5040734
4835,Cote d'Ivoire,CIV,2018,12893352,12600637,25493988
4836,Croatia,HRV,2018,1984862,2102981,4087843
4837,Cuba,CUB,2018,5637159,5691084,11328244
4838,Curacao,CUW,2018,75798,83537,159336
4839,Cyprus,CYP,2018,610590,608241,1218831
4840,Czechia,CZE,2018,5232447,5397481,10629928
4841,Denmark,DNK,2018,2879718,2913918,5793636
4842,Djibouti,DJI,2018,525424,531774,1057198
4843,Dominica,DMA,2018,35452,35370,70823
4844,Dominican Republic,DOM,2018,5416994,5348537,10765531
4845,Ecuador,ECU,2018,8509651,8506021,17015672
4846,"Egypt, Arab Rep.",EGY,2018,52490759,51250007,103740765
4847,El Salvador,SLV,2018,2992279,3284064,6276342
4848,Equatorial Guinea,GNQ,2018,794308,707784,1502091
4849,Eritrea,ERI,2018,1697963,1747412,3445374
4850,Estonia,EST,2018,623319,698657,1321977
4851,Eswatini,SWZ,2018,574204,586223,1160428
4852,Ethiopia,ETH,2018,55882976,55246462,111129438
4853,Faroe Islands,FRO,2018,26360,24596,50955
4854,Fiji,FJI,2018,462276,456721,918996
4855,Finland,FIN,2018,2721234,2794292,5515525
4856,France,FRA,2018,32477716,34680632,67158348
4857,French Polynesia,PYF,2018,150960,146645,297606
4858,Gabon,GAB,2018,1119168,1072844,2192012
4859,"Gambia, The",GMB,2018,1215115,1229801,2444916
4860,Georgia,GEO,2018,1754637,1971912,3726549
4861,Germany,DEU,2018,40899311,42006470,82905782
4862,Ghana,GHA,2018,15398027,15472613,30870641
4863,Gibraltar,GIB,2018,16297,16351,32648
4864,Greece,GRC,2018,5261328,5471554,10732882
4865,Greenland,GRL,2018,29561,26462,56023
4866,Grenada,GRD,2018,61090,60748,121838
4867,Guam,GUM,2018,85186,83492,168678
4868,Guatemala,GTM,2018,8096410,8250539,16346950
4869,Guinea,GIN,2018,6184649,6370216,12554864
4870,Guinea-Bissau,GNB,2018,948791,976163,1924955
4871,Guyana,GUY,2018,386040,399474,785514
4872,Haiti,HTI,2018,5463738,5548683,11012421
4873,Honduras,HND,2018,4948831,4844019,9792850
4874,"Hong Kong SAR, China",HKG,2018,3443005,4009595,7452600
4875,Hungary,HUN,2018,4673638,5101926,9775564
4876,Iceland,ISL,2018,180210,172511,352721
4877,India,IND,2018,707149230,661854076,1369003306
4878,Indonesia,IDN,2018,134536680,132530163,267066843
4879,"Iran, Islamic Rep.",IRN,2018,43333952,42283609,85617562
4880,Iraq,IRQ,2018,20289270,20301429,40590700
4881,Ireland,IRL,2018,2410562,2456754,4867316
4882,Isle of Man,IMN,2018,41508,42267,83775
4883,Israel,ISR,2018,4421961,4460839,8882800
4884,Italy,ITA,2018,29408951,31012809,60421760
4885,Jamaica,JAM,2018,1396014,1415821,2811835
4886,Japan,JPN,2018,61670382,65140618,126811000
4887,Jordan,JOR,2018,5435573,5024293,10459865
4888,Kazakhstan,KAZ,2018,8768025,9508427,18276452
4889,Kenya,KEN,2018,24784782,25168522,49953304
4890,Kiribati,KIR,2018,59441,62820,122261
4891,"Korea, Dem. People's Rep.",PRK,2018,12634957,13003192,25638149
4892,"Korea, Rep.",KOR,2018,25802041,25783018,51585058
4893,Kosovo,XKX,2018,896319,900766,1797085
4894,Kuwait,KWT,2018,2655840,1661345,4317185
4895,Kyrgyz Republic,KGZ,2018,3103815,3218986,6322800
4896,Lao PDR,LAO,2018,3582564,3522442,7105006
4897,Latvia,LVA,2018,887780,1039395,1927174
4898,Lebanon,LBN,2018,2911667,3039172,5950839
4899,Lesotho,LSO,2018,1083909,1114109,2198017
4900,Liberia,LBR,2018,2430584,2458807,4889391
4901,Libya,LBY,2018,3284325,3193468,6477793
4902,Liechtenstein,LIE,2018,18961,19220,38181
4903,Lithuania,LTU,2018,1306463,1495079,2801543
4904,Luxembourg,LUX,2018,305653,302297,607950
4905,"Macao SAR, China",MAC,2018,307005,343986,650991
4906,Madagascar,MDG,2018,13462529,13384012,26846541
4907,Malawi,MWI,2018,8922676,9445207,18367883
4908,Malaysia,MYS,2018,16597324,15801948,32399271
4909,Maldives,MDV,2018,282965,206793,489758
4910,Mali,MLI,2018,10068477,9865821,19934298
4911,Malta,MLT,2018,248581,236050,484630
4912,Marshall Islands,MHL,2018,23529,22460,45989
4913,Mauritania,MRT,2018,2088602,2182110,4270712
4914,Mauritius,MUS,2018,625703,639874,1265577
4915,Mexico,MEX,2018,60685164,63328698,124013861
4916,"Micronesia, Fed. Sts.",FSM,2018,55865,55063,110929
4917,Moldova,MDA,2018,1287319,1419884,2707203
4918,Monaco,MCO,2018,18142,18887,37029
4919,Mongolia,MNG,2018,1572333,1591658,3163991
4920,Montenegro,MNE,2018,303440,318787,622227
4921,Morocco,MAR,2018,18087320,17840191,35927511
4922,Mozambique,MOZ,2018,14426886,14996993,29423878
4923,Myanmar,MMR,2018,26244290,26421724,52666014
4924,Namibia,NAM,2018,1161859,1243822,2405680
4925,Nauru,NRU,2018,6074,5849,11924
4926,Nepal,NPL,2018,13554172,14952540,28506712
4927,Netherlands,NLD,2018,8555582,8676043,17231624
4928,New Caledonia,NCL,2018,135589,135581,271170
4929,New Zealand,NZL,2018,2414161,2486439,4900600
4930,Nicaragua,NIC,2018,3239062,3333171,6572233
4931,Niger,NER,2018,11448927,11128131,22577058
4932,Nigeria,NGA,2018,100165119,98222504,198387623
4933,North Macedonia,MKD,2018,1035846,1040371,2076217
4934,Northern Mariana Islands,MNP,2018,26903,23401,50304
4935,Norway,NOR,2018,2676735,2635181,5311916
4936,Oman,OMN,2018,2971367,1629789,4601157
4937,Pakistan,PAK,2018,111438323,108293156,219731479
4938,Palau,PLW,2018,9389,8476,17864
4939,Panama,PAN,2018,2085213,2080041,4165255
4940,Papua New Guinea,PNG,2018,4830369,4498858,9329227
4941,Paraguay,PRY,2018,3237726,3205602,6443328
4942,Peru,PER,2018,15961942,16242003,32203944
4943,Philippines,PHL,2018,55072020,53496816,108568836
4944,Poland,POL,2018,18375538,19599212,37974750
4945,Portugal,PRT,2018,4859701,5424120,10283822
4946,Puerto Rico,PRI,2018,1516369,1676985,3193354
4947,Qatar,QAT,2018,2054595,712137,2766732
4948,Romania,ROU,2018,9429212,10044758,19473970
4949,Russian Federation,RUS,2018,67084512,77393346,144477859
4950,Rwanda,RWA,2018,6112819,6418989,12531808
4951,Samoa,WSM,2018,107099,102603,209701
4952,San Marino,SMR,2018,16626,17530,34156
4953,Sao Tome and Principe,STP,2018,105507,105837,211344
4954,Saudi Arabia,SAU,2018,20335495,14682638,35018133
4955,Senegal,SEN,2018,7649754,7925155,15574909
4956,Serbia,SRB,2018,3348634,3633970,6982604
4957,Seychelles,SYC,2018,50828,45934,96762
4958,Sierra Leone,SLE,2018,3936943,3924338,7861281
4959,Singapore,SGP,2018,2947272,2691403,5638676
4960,Sint Maarten (Dutch part),SXM,2018,21648,19248,40895
4961,Slovak Republic,SVK,2018,2658718,2788054,5446771
4962,Slovenia,SVN,2018,1036095,1037800,2073894
4963,Solomon Islands,SLB,2018,337049,322200,659249
4964,Somalia,SOM,2018,7725140,7685953,15411094
4965,South Africa,ZAF,2018,27822349,29517286,57339635
4966,South Sudan,SSD,2018,5139223,5256106,10395329
4967,Spain,ESP,2018,22946018,23851736,46797754
4968,Sri Lanka,LKA,2018,10457023,11212976,21670000
4969,St. Kitts and Nevis,KNA,2018,23216,24545,47761
4970,St. Lucia,LCA,2018,88315,89573,177888
4971,St. Martin (French part),MAF,2018,16100,17752,33852
4972,St. Vincent and the Grenadines,VCT,2018,53856,51425,105281
4973,Sudan,SDN,2018,20993202,21005857,41999059
4974,Suriname,SUR,2018,296341,297374,593715
4975,Sweden,SWE,2018,5111494,5063720,10175214
4976,Switzerland,CHE,2018,4221862,4292467,8514329
4977,Syrian Arab Republic,SYR,2018,9697361,9636103,19333463
4978,Tajikistan,TJK,2018,4590127,4538006,9128132
4979,Tanzania,TZA,2018,28679332,29411111,58090443
4980,Thailand,THA,2018,34671370,36456433,71127802
4981,Timor-Leste,TLS,2018,643523,618322,1261845
4982,Togo,TGO,2018,4042391,4004288,8046679
4983,Tonga,TON,2018,52169,52981,105150
4984,Trinidad and Tobago,TTO,2018,743505,761204,1504709
4985,Tunisia,TUN,2018,5909703,6023338,11933041
4986,Turkiye,TUR,2018,40834436,40572768,81407204
4987,Turkmenistan,TKM,2018,3003587,3061479,6065066
4988,Turks and Caicos Islands,TCA,2018,20953,20535,41487
4989,Tuvalu,TUV,2018,5613,5252,10865
4990,Uganda,UGA,2018,20521108,20994287,41515395
4991,Ukraine,UKR,2018,20676671,23945847,44622518
4992,United Arab Emirates,ARE,2018,6418331,2721838,9140169
4993,United Kingdom,GBR,2018,32798279,33662065,66460344
4994,United States,USA,2018,161911851,164926348,326838199
4995,Uruguay,URY,2018,1657819,1769223,3427042
4996,Uzbekistan,UZB,2018,16485735,16470365,32956100
4997,Vanuatu,VUT,2018,149615,147683,297298
4998,"Venezuela, RB",VEN,2018,14804135,15021517,29825653
4999,Viet Nam,VNM,2018,46856269,48058062,94914330
5000,Virgin Islands (U.S.),VIR,2018,50489,56512,107001
5001,West Bank and Gaza,PSE,2018,2275925,2293162,4569087
5002,"Yemen, Rep.",YEM,2018,15578957,15211556,30790513
5003,Zambia,ZMB,2018,8794716,9041177,17835893
5004,Zimbabwe,ZWE,2018,7086002,7966181,15052184
5005,Africa Eastern and Southern,AFE,2018,321598038,328159112,649757148
5006,Africa Western and Central,AFW,2018,222392987,220253839,442646825
5007,Arab World,ARB,2018,224412950,208132727,432545676
5008,Caribbean small states,CSS,2018,3646495,3728153,7374650
5009,Central Europe and the Baltics,CEB,2018,49614561,52923890,102538451
5010,Early-demographic dividend,EAR,2018,1673275005,1619621606,3292896609
5011,East Asia & Pacific,EAS,2018,1185058155,1156325542,2341383691
5012,East Asia & Pacific (excluding high income),EAP,2018,1063725766,1030799094,2094524854
5013,East Asia & Pacific (IDA & IBRD countries),TEA,2018,1051096883,1017801751,2068898629
5014,Euro area,EMU,2018,167197799,174867361,342065158
5015,Europe & Central Asia,ECS,2018,445036910,472343545,917380453
5016,Europe & Central Asia (excluding high income),ECA,2018,190235818,206438852,396674671
5017,Europe & Central Asia (IDA & IBRD countries),TEC,2018,220025430,238185803,458211234
5018,European Union,EUU,2018,218291197,228709904,447001100
5019,Fragile and conflict affected situations,FCS,2018,467356235,469365294,936721531
5020,Heavily indebted poor countries (HIPC),HPC,2018,395065568,397550330,792615894
5021,High income,HIC,2018,612916933,618591853,1231508785
5022,IBRD only,IBD,2018,2424113402,2370442529,4794555928
5023,IDA & IBRD total,IBT,2018,3264941899,3212753577,6477695468
5024,IDA blend,IDB,2018,281636749,277518848,559155599
5025,IDA only,IDX,2018,559191748,564792200,1123983941
5026,IDA total,IDA,2018,840828497,842311048,1683139540
5027,Late-demographic dividend,LTE,2018,1157938526,1141049073,2298987594
5028,Latin America & Caribbean,LCN,2018,315533319,324094906,639628226
5029,Latin America & Caribbean (excluding high income),LAC,2018,284383093,292237425,576620516
